id,video,transcription
56,https://www.instagram.com/reel/DG0miMMTIRb/,"Salah satu cushionnya aku pakai sampai abis adalah gelat-ulat, ini udah kering, udah abis ya Dan aku hari ini lagi di Korea dengan suhu minus 4 drajah Dan aku keluar refilnya juga Aku mau makeup super tipis aja gitu, pakai cushion gelat-ulat, kita ngobstang ambil banyak banyak Cukup di tep-tep tipis aja kayak gini Langsung high coverage dan ga perlu pakai apa-apa lagi Dan hanyar refilnya cuma 50 ribus aja Jadi por, aser, itu, let coverage ya Sebenernya gelat-ulat itu foundation cushion namanya Karena foundation dalam packaging cushion Dan ini ga ada oxidasinya sama sekali Jadi aman banget kalau dipakai Dan seharusnya hawasir ini adalah cushion yang bisa kalian undalkan Kalau buat event- event penting atau traveling Itu yang kalian ga mau insecure, takut makeupnya rusak dan kawan-kawannya Kalo aku aplikasikan kayak gini Baru aku blend pakai sponge bansa Karena dia akan jadi lebih natural Padahal kulit aku lagi kering banget tapi dia tetep nempele dengan bagus Dan ini aku pakai base makeupnya cuma pakai moisturizer aja Karena aku akan selesai kamera kapakku ya Sarah, ya ada final look super casual, super simple Tapi udah puluh coverage banget Santai, love it, skin like, puluh coverage, let go glow-glow-glow-keren"
57,https://www.instagram.com/reel/DGW9kcAz5DN/,"Menjawa pertanyaan yang paling sering ditanya kan netizen Bialinko kembali banyak-banyak nyaman kakak Oke, baiklah Yang pertama ini yang kalian lihat di mata aku Ini tuh dari Dream Color Lens yang Desire Lime Kalau kalian seringat aku pasti sudah datang lagi dengan warna mata ini Hmm, next Ini juga kalau I'm feeling a bit natural Aku pakenya warna kaya ini Namanya Desire Ember ya, warna lebih soft Dan lebih cocok sama kata ku hari ini Kuala makeup look gitu Atau kalau lagi mau kaya hili biber-hili biber gimanang gitu Dia asalnya kupaknya sovensnya ini Nggak! Kalau lagi mau boke And bring and go bring Ini lah dia warna sovensnya Tara ini juga pasti sudah tidak asing lagi Kalian melihat warna mata aku seperti ini Kalau lagi mau boke makeup Arabian makeup look gitu ya Ini tuh dari Shesofens yang warnanya kiera Berhatikan make-bike ya Tuh warnanya tuh kayak gray Tapi agak green gimana gitu tapi lebih kegrasi Dan ini langsung membuat mata aku tuh seperti melotot Teman-teman Next Nah ini ada dari RSI yang simpony green Ini kalau aku lagi mau make-up natural juga Tapi pengen mata tuh kayak agak hijok gitu loh Karena menurut color theory katanya mata aku Lalu cocok maka warna agak kehijawan Gila cantik banget Ini cocok banget buat make-up natural Dan bahkan kalau lagi ga make-up Gimana cocok banget Last but not least Ini adalah yang paling selalu ditanya Setiap aku pakai Ini dari Shesofens yang Shesnya sama-sama Dan memang ini adalah One of my favorite Kan wana sih Ini my top one favorite Karena ini cantik banget Kayak bikin mata aku tuh langsung sheslu Gitu loh apalagi kalo aku mau agak-agak Kayak-agak make-up yang semuki ay gitu Dan ini tuh berwarna itu jok Lato-pincok, lato tuh terang banget Tidak, dengan sun fresh banget Tidak gitu loh,ницы ga lho Intolari dia dongbowah Semuanya INSATANS Ya ga서gat Bagai, semua"
58,https://drive.google.com/file/d/1-OawfKdJ7ozcradDR4rxu4QCWtd93qY5/view?usp=share_link,"Yuk, temennya aku mau mbak sat, butnya rita, jeal karena ini mbak sat, sat jadi ga perlu yang ribet ribet. Ga perlu pake kompleksin lain yang penting pake sunscreen. Jura aku suka banget sama finish dari sunscreen ini. Itu skin like finish dannya tuh banget sama aku. Ya juga ton upnya cakap banget, ini ton up ya bukan white skin. Policera dan ga berminyak sama sekali. Sunscreen nya aku pake dari calon ini, mengadung SPF 15++++. Cokong untuk semua jenis kulit dan aman digunakan dari usia 13 tahun ga atas. Sekarang kita lanjutin mbaknya pake A-Shadow Blast on Daniel lain, ya. Semua produk makeup yang aku pake di atas sunscreen ini, makanya menyatu sempurna dan kalian bisa lihat sendiri. Ini yang aku suka juga, dia tuh waterproof dan tanpa ini. Itu juga dipakainya ringan banget dikoli. Tapi ngomongnya di pake malah kalian lebih hal-tis skin. Ini bisa lihat sendiri, kualitas aku beneran glowing banget kayak pake highlight-a. Jadi kalian harus tahu dia juga ga lengkap sama sekali. Ini recommended banget buat kalian coba. Dia naku berani kasih hat 10,00 per sepuluh."
59,https://drive.google.com/file/d/1UI8IJ19DQkZuTaUtLVtAI19jGMIDJuO_/view?usp=sharing,"Ini dia produk yang wajib di beli pas kalian, Dapetnya air pertama jelok linsannya warda Yang harli plus 8 kalian emef amino Insari yang jantau dan cocok bambat untuk kulit yang kulit Yang harli peksan, dan 8 kalian emef amino Yang dapat menangat kamera hand dan lembatkan kulit Dia menyata exturjal yang lembut bang Fujuh aku suka banget karena dia bikin kulit Cahu lebih terhidrasi apalagi saat poas kaya ini Dia nggak dinggalin rasa kering ketarik Pas udah di bilas, super hydriting, pokoknya aku suka banget Yang kedua-koneksan screen dari warda juga Dia mengenung SPF 50 plus, SPI-plis-plis-plis Menariknya lagi dia tuh sunscreen yang link ke sebanga Yang yang udah terin, 1 bisa dijadi sebagai sunscreen, primer, dan juga udah ada ton apnya Ini cocok banget sih, buat dipakai alberanan Suri juga udah banget dibelai Oke, note quit, end with hotnya Kudit aku kli atau lebih cerah dan glowing banget Kilih lombak dan nyaban banget di kulit Dia yang kalian kan sama sekali dan teringan banget Kekuannya ini bisa combo yang bikin kulit sehat dan cerasa kelebaran Jadi jangan lupa cekat ya kalo udah ada peteha air"
60,https://drive.google.com/file/d/1nbo5CnW50clco9ZFd6AE4R6KUwPTYpLA/view?usp=share_link,"cara bikin krok satin kayak gini jadi dress atau dress yang lebih harap tinggi-tinggi, okemkasi taluh yang penting kroknya harus punya tali kayak gini dari belakang roknya kayak mau pakai andu silang ke atas kayak gini di silang ke depan di bawah belakang baru di pitakin kayak gini tak tak tak dong-dong tak nih langsung jadik dressnya et sebelum selesai tak sego buk atau kausnya tapi bentar mebo pengiti indulu bagian color bridgenya acuman karena badan gue setinggi sakulin di mebo pengiti indah lagi di pendekin lagi okemkasi sopan terak-tak-tak dong-dum tak agimana air gahak sekali ini kalau lu teman-teman yang mana nih guys tim yang soleh hot utanya gue hot hot hot teman di bawah"
61,https://drive.google.com/file/d/1c_1boySTaI5v-wbdEknkClIcsC7emkyC/view?usp=share_link,"Kami melihat ini, saya mencari menjaga untuk jalan lupa kalau ada monsturizer sebagus ini yang mungkin kulit hingain dan kalau mau kasih ex-nya, aku jauh lebih tonedown brand lokal dan aku udah paket bertahun tau jadi aku belum cerita tentang ini cuma belakang ini aku abis declatter base keku kayak di pox skin care karena teatnya banyak banget inginin sih gak cocok untuk kulit aku dan sekarang jujur skin care collection aku itu bikit tapi kalau mau kasih sekarang skin care aku itu jauh lebih optimal untuk kulit aku karena gak sebanyak ketolagi produknya jadi aku tau kalau misalnya gak cocok atau cocok satu yang susah banget itu sebenernya monsterizer karena aku et aku gampang breakout gampang konsisia tapi kering dan satu monsterizer yang ternyata ingin dinsnya emang sebagus itu udah cocok buat kulit aku gue senang banget ini brand lokal jadi ada sesuatu yang ini calm down monsterizer karena pesitau kora kini ini kayak udah terkenal dari dulu ingin dinsnya buat kulit, sesensif aku itu sangat cocok jadi aku masih pake ini sampai sekarang karena, aku harus mencari namanya ini calm down jadi dia sensitif skin friendly dan emang dibuat untuk sensitif skin yang gampang irritasi dan merah-merah lebih hygienis karena dia elas pang terus terpenting dia itu gak ada sensnya paling kulitnya kalau misalnya berminyak semuanya bisa enjoy monsterizer ini mau pake ditumit atau pake disiku juga bisa dan aku mau kasih ex-nya aku jauh lebih tone down semeni aku rutin pake ini udah dua bulan jadi itu setiap ini finya tapi gak overly glowy betulnya sekarang juga mereka udah dari reveal dia datang ke ngerasa kayak kayak gg ini itu enak banget ya kalau misalnya kita buat traveling kita tengah disi aja"
62,https://drive.google.com/file/d/1WVED72q_6g4WpDZqMo0IxDVnNSU6Dho6/view?usp=share_link,"ambut kering, kusut, dan susah diatur emang bikin capek. Tapi persenungsolusinya, rambut jadi super cake. Kayak gini. Cinya adalah rilfut. Nah rilfut yang aku maksud tuh, ini di Magic's Food First Off, multi-use hair oil serum. Mereka ada kandungan hiyaluronik acid, dan afokada oil. Nah, serum ini tuh bakal bikin rambut ke ya tanpa super sehat dan ngebut. Kayak gini. Plus ada heat protection, sampai 450°F. Dan ini lo kalau udah di styling. Itu rambut tetap kerasa lembut, dan saya hapokonya nomor drama, rambut kusut, yuk cobain juga."
63,https://drive.google.com/file/d/119B50bkS2zi3gTynJmDDzhs-1SAvI_FO/view?usp=share_link,"Jadi, bikin rambut peneka ya gini. Jadi, rambut terhadap gunja. Wah! Pertama, pakai dulu, herclipnya ini segera saya taruh di atas. Karena abis itu, gue bakal pakai herclip yang kayak dua. Getserin rambut kekiri, karena gue kiri, lalu di satu ingegini di kuncir dan mulai hadi kefang. Kalau udah di pertengahan, tambahin lagi ini rambut palsunya yang pertama. Dan yang kedua, biar lebih at the valve. Cepang, cepang, cepang di ujung disematkan azek. Aby itu, disis depan, part tinggal di tanciptan cepin aja. Bunga tujur rupanya. Kalau bisa, warna ini senadak guys kayak gini nih. Pinky pinky. Selang seling yang besar, sama yang kecil. Yaaas! Ini saya final. Kayaknya ini, lu kena Rachel Goddard banget, enggak sih."
64,https://drive.google.com/file/d/1QeVhYOzQQzWvmASX097fx9-xgSL8aYa9/view?usp=sharing,"Hi, kapa kabar? Suruh? Wadah? You? Abah Sanyol? We? Two? And one? We? Three? Three? Three? One? Three? Three? Three? Three? Three? Three? Three? Three? Three? Three? Three? Three? Hasilnya akan keren banget. Semua Indonesia jangan takut untuk berkarya dan terus ikutan semua movement yang diinitiasi oleh warda karena kita butuh peran semua teman-teman untuk bisa membuat Indonesia jadi lebih setelah"
65,https://drive.google.com/file/d/1GrQmRkI5yNi6dRxBzSH2qvn1U8402Ah7/view?usp=sharing,"Ini dia, Huerta, sekolah Fit Cushion Warda selama 10 jam pemakeian. Di sini aku pakai Color Fit Perfect Glow Cushion terbaru dari Warda yang shade 33 wing. Profek Glow Cushion ini sudah impre-formulah dengan packaging yang baru yang hasil yang glowing lebab bukan berminya. Selasih, Mak, aku di jam 9.1 ini. Di sini aku set sedikit pakai lu spauder yang ringan di beberapa arah. Dan aku pakai untuk aktivitas seharian selama kurang lebih 10 jam. And, this is the final looknya setelah 10 jam. Masih stay glowing dan ga long soak. Kalau di benar-benar transfer, buktinya sudah di tep-tep berkali-kali minim transfer ya. Next, kalau di bilang oxidasi, nih kalian bisa lihat tangan aku yang belang kondisinya. Dan setelah 10 jam masih terlihat kontras berbedaannya. Jadi menurutku sangat minim oxidasi. Wow, benar-benar sih ini new era of cushion glow dari Warda."
66,https://drive.google.com/file/d/1jqczoDbEO2obyGra2bu7jwDcRgSOc4EW/view?usp=sharing,"ini kondornya kak ya boleh ya? makanya tak ada di sini terima kasih ini kondornya ini kondornya kondornya kak, kondornya kak jenis, kondornya kak jenis, kondornya kondornya kak, kak, kak kak, kak kak, kak, kak yg, tapi oh, disuruh putter di kante gini kak, kak, kak kak, kak ya aku buatin video kak, kak, kak yg, kak, kak kak, kak, kak kak, kak, kak kak, kak, kak, kak kak, kak, kak kak, kak, kak"
67,https://drive.google.com/file/d/16crPLW1l8Azp8EfeujohBtCOsdEcl3Qj/view?usp=sharing,"baru dulu kelima dertik, AInya udah tahu kondisi pori-pori kulit aku kok bisa ya, bisa dong, jadi aku lagi di event warna skin force clinic 2025 yang diadakan di kotak-kasa belangka disini banyak banget aktiviti yang bisa kamu explore pertama, aku coba AI skin analyzer spot favorit aku, kita bakal di analysis cara detail pakai teknologi AI terus kita dikasih skin ID blueprint lengkap yang akan dijelaskan langsung sama expertnya dan yang paling seru ini gratis loh kan jut aku mampir ke on-trend ingredients, tempat kamu bisa belajar soal bahan aktiv yang dipakai warna terus ada juga AI, potek career, robot skin yang bisa bantu kamu, custom serum, suet kebutuhan kulit kamu, canggit banget ya, aku juga nyobain alat treatment terbaru dari warna yang fungsinya buat memaksimalkan kerja skin kargita, gak beren di situ masih banyak banget aktiviti lain yang bisa kamu coba jadi tunggu apa lagi, event ini cuma sampai 3 agus tuh di kotak-kasa belangka mau, jangan sampai ketinggalannya"
68,https://drive.google.com/file/d/1hcdeL3zzC9e_9quh-eiZoBPpcuJwfqfi/view?usp=sharing,"Comment-kaman ini terdapat masih banyak ambil warna apa sih? Cocok sama diri sendiri nah aku jadi mochirita Aku tuh start beauty content dari tahun 2015 Menjag itu aku suka banget mengexplore makeup Aku nyobain berbagai macam warna lipstick dari warna merah Ijo pernah, item pernah umum pernah Kayaknya bersama warna lipstick tuh pernah aku coba in Karena aku percaya, makeup itu bukan cuman membantu kita untuk campil percaya diri Bukan hanya untuk mempercaya kita Tapi makeup itu juga cara untuk mengexpersikan diri kita Kalau di tahun 2016 aku tuh isum personal color analysis di Korea Karena aku pernah saras beri warna apa sih yang bisa membuat aku tuh makin wau Ternyata warna yang selama ini aku hidari adalah warna warna yang sangat bersahabat sama aku Yang bisa membuat tampilan aku tuh lebih wau lebih bright Tapi balik lagi ya mau itu warna, makeup, lo Tergantung dari preferensi orang Tapi aku mau kasih lihat ada beberapa warna lip product Yang ternyata bisa membuat penampilan aku tuh lebih wau memukau Bahkan ketika aku lagi bare face atau lagi mini makeup Nah aku mau kasih lihat ke kalian, di tahun ini Ini shade 2-2 dari Wadah Matte Lip Cream Indah banget di aku, mewah banget di aku dan saat-sah Sto juga? Aku tuh emang temen banget sama warna merah Kalau tapi aku gak peda pakai kamera-merah gitu aku suka pakai warna pink bisa saya Makanya pink yang warm, ini salah satu warna yang aku bisa recomenda sikan Ini dari Glasteng Liquid Lip yang shadenya 11 Kayak jadi warna yang tetap fresh kan gak keliatan puja Kalau kalian mau yang lebih natural lagi coverage nya dan lebih melembapkan Kalau bisa coba yang glossikal, ini aku pakai shade yang kosong 8 Ini penggunaan tipis-tipis bagus banget kan Kalau tadi udah pink merah sekarang warna yang peach orange gitu ya Karena warna peach tuh warna temennya kita juga nih Sea Spring Clear ini Oh bedo ini produkter baru nya udah gue niself nya Dia warna airbrush bagus banget betul ya Jadi kayak liptin, tapi mistul lah lah tuh dia Ngebeler gitu loh, agak meh, tapi tetap ada stain nya Ini aku pakai shade kosong 2 Ini setelah udah ngasihnya, bagus ya So kalau kalian merasa warna kulitnya kurang lebih sama kayak aku dan Curi Jack Dukanya gue juga Spring Clear deh Nah bisa dicon tek nih warna warna tadi ya Bye"
69,https://drive.google.com/file/d/10GXeqRPj5VjASvJUEoqiLjh7YFKilp6W/view?usp=sharing,mau tanya ini bener warda skin first clinic bener orang cing buat warda sunscreen warda suns bener ini bener Yu Kikanto hai hai aku Yu Kikad kenalin dulu itu itu sunscreen warda yang ketemu masih sercik udah udah terus dulu ayah cakap dari ketiga semua produk yang ada nah itu hampir terata semuanya cepat meresap nah gak ada white cast pasti terus surprising lead di mukara aku glowing wah aku bisa ya tapi tiga-tiganya kayak gitu loh I don't know why itu tau punya apa-apa karena dia punya namanya kandungan lo menyesin jadi lo menyesin ini punya fungsi satu yang menurutkan stress oxidative oke yang kedua dia bisa mencerahan glarin dan yang ketiga dia memberikan efek glowing ya itu jadi yang hampir iya hampir loh ketiga-nya itu seperti itu jadi surprising lead itu sangat ikat itu masih beringin aduh bahas agis-agis lagi hahahaha masih
70,https://drive.google.com/file/d/1ATqtIf4KqJYkRafQBVI3ESNlHHbR0W15/view?usp=sharing,"Oh my god, keren banget! Oh, Minggu, semacam tisguin banget! Terima kasih! Ini apa sih? Ini tuh jadi penging-minging mengini misalkan polisi, kolisi yang berwarna satu-sri. Oh, boleh, boleh, boleh, boleh, coba deh? Hey, aku mau lah. Sohmedetan bisa sti, ekstut pengingguin. Eh, diangu, mau mau? Iya, di sini aku mau hampir. Oh my god, keren banget! Hmm, aku lagi kenapa ya? Kulitnya mungkin aku lagi redness atau sensitif. Oh ya, aku coba koriknya mis. Iya. Terima kasih sampai jumpa. Oke, selakan mengambil sunscreen mau. Iya. Langsung. Chul. Ah, ini ada lah warna UV shield. Puh, yang aku udah cek di sini. Ini yang aku udah tak kebutukan."
71,https://drive.google.com/file/d/1PRC9-PllLNjuA6E070mqKYmOW7xnTT6e/view?usp=sharing,"WarDhainnya ada aja kebakannya Sekarang, aku lagi ada di WarDaskin First Clinic 2025 Pemunahan teknologian tepat dari WarDhain yang bisa ngedeteksi kerotan halus dan udah hitam di wajah sebelum mencoba Setelah aku cobain, bukan aku gak bisa glowing Tapi emang skincarenya yang belum tepat Di sini, aku dibantu sama skin expert untuk cobain semua skincare dari WarDhain Dan disarain produk apa aja yang cocok di aku Oh ya, bukan cuma disanjalan menyesparen yang seru aja di sini Kalau kamu purchase produk dengan mendengung tertentu, kamu bisa dapat ten personal saya rumah yang dibuat langsung sama robot Kalau capek kelihungan, kamu juga bisa datangin wk-fe dan minum smooth taste pake vouchers kelah kamu beli produk disana Hmm, so yang bisa kalian skin first clinic, boleh ada dibogor See ya!"
72,https://drive.google.com/file/d/1uKt0ZxUDJREefKMGeMMsaS3_IWOC3P1o/view?usp=sharing,"buat lari gbandung hati hati ada patrolips. Jujur seneng banget, tecegat sama tim patrolips dari warda. Nyata, kalau combo produk lipis warda, ke event ini. Kemu bakal lapetin, kalau fit, ultra-like, matte lip setiap, kamu yang ngobor produk lipis warda, kamu bakal dapet suratilang, kayak gini. Kamu bisa dapetin benefit tadi di waksan beauty, naïway. Kebetulan aku lagi datengin paskal, bada, ada butwarnya, yang seru banget ada patrolips, seksian makeup, skin care, ada juga kusian favorit aku, kalau fit yang glow, dan sekarang lagi aku pakai ini, ada skin analyst juga, dan yang ngokal seru, adaktiviti, personal color, analysis, dan asylnya, aku tuh one spring, gak sampai di situ, aku juga dapetin lip dari kasa katauan, lip concern, naïjuga set yang pas buat kamu. Ada juga special promo, di skon up 30%, bayuan getuan, dan menbeling kayak gini. Oh ya, aku mau ke situ tau, dia agus tu senanti bakal ada aktiviti menarik, sebutar lip dari warda. Jadi, setiap itu, dan pantangin terus warda, beauty bandung ya. Aku tunggu ke seruan kalian, barang warda, di paskal bandung ya. Bye."
73,https://drive.google.com/file/d/1YLZL1FogofxtQ1zJKcVNjTSxCKTN6jXz/view?usp=drive_link,"Dan kenapa gue beli hadenya tiga resluke lu gaby? Pas buat kek malah 2,90 gaby? Hmm, lu tahu pembagi di hitungan data itu bukan peribu tapi 3,2,4 disini ga salah 5,12 Plpm awal mahal dia produit cewek 16"
74,https://drive.google.com/file/d/1UB8tXY1CEoU1E3JuvqR6HSIHzT9cVAvH/view?usp=drive_link,"Teribanya produk Huawei yang masih sampai hari ini. Akal-akalan biar bisa jalan budur. Onggah gua belinya. Buah rasa cuma Ben Ternyini aja yang paling menarik dibili. Skylopegan, luta, ini berkualitas banget dari talin. Bodinya alum nyum aloe, layar, udah ole, hitam itu pekat banget. Dan harganya ini yang terlihat 400.000 loang. Lokonnya kesem-ipun, hamanya Android, apapun. Jalan lancer, otifikasinya fitur lain. Oh ya, sedikit. Jangan lupa, buah lu mau belanja di Shopee lagi. Ada YouTube Shoping Big Focer, up-to-sampai 1 juta. Dan tengah 4-10 juli. Tengah lu klik air barangnya nampil di kanan bawah atau kiri atas. Lagi ngga jelas sistem YouTube yang nana yang bener. Lagi itu sama-temen, mantap abis di Skone Soapi. Kenteng focernya."
75,https://drive.google.com/file/d/1nw_h5-2cBUKGVYQ-bvYKcGlGNMNU0Ace/view?usp=drive_link,"Lalu semua yang gaptak plus pakai laptop Windows Hati-hati, gua asyitau Hati-hati di jebau laptop lu Di video gue yang kemarin yang bisa langsung tarik folder bugai Dari laptop yang ada paswork yang langsung ke SSD Lu kalau banget cabaca komen ngeri banget Ngeri Semua cara yang lebih efisian Plus lebih cepet dari cara gue buat cebuah laptop Ditu list semua di komen Ada yang bilang pakai CMD Ubu untuk Linux, DLC boot, High-Rand boot Yang artinya apa? Begitu banyak orang yang bisa kuras isi laptop Windows Semakin lu awam dan gatek Pasti di abisin laptop lu itu Dan gue baru sadar panpeset Yang banyak video-video bugai orang ini Ini ada di internet Gua sendiri pakai cara Windows Tuguh Karena cara ini paling deket bisa luakses Pas lu udah belajar inu Windows Lu sendiri Setihannya udah di Rufus juga Tinggal lo pilih aja Windows Tuguh Terakhir lo pilih Windows apa yang lu mau install Tip ini yang mana Home Pro atau yang lain Se simple itu langsung lu tolong aja ke laptop temen lu yang awam dan gatek itu Lu sedikit aja dada dada dada dada Kalian kalian ada setiap frecet bitcoins Bicet itu dia yang lu kuras da bitcoins Coba tahu orangnya segoa bloke itu Cara nangkali sebenarnya sederhana BIOS dikasih pasword Plus bitlockernya aktifin di drivenya Masalah buat orang awam Otaknya udah penuh sama ketakutan Yang ada pasword BIOS lupa mampus laptop lu Kedua bitlockernya nggak ada di Windows Home Jadi good luck buat lu yang pakai Windows Home Loang dan kagak ngerti inu Temarin gue juga ada coba in Install frec windows Pro di laptop dan update Windows yang mentok Bitlockernya nggak jalan otomatis Kesimpulannya apa dari semua ini Kalau lu cahaya cakap Gaptech, hawam dan pake yang laptop Windows Ketiknya juga 11eri Otak lu juga tahu nya cuma word, exo, email Plus di klas 1.7 4 kerja lo ada cojo yang suka liatet lu Dan liatin laptop lu Jangan sekali-kali tinggalin laptop Windows lu Sedirian Dan kalau lu cojo yang mau bobo laptop C-Ring gue sebut tadi Salah lu pakai SSD Kaya datang ini Bodynya kecil, speednya kenceng Lu bisa se-dodata sama 5.6 GB Lu bisa puas-pos itu se-dodata C-Ring lu incor Commernais-dod, wakirin-mining-mining Enggit top up game, Enggit di dari jawab"
76,https://drive.google.com/file/d/1j8J2v9fRDJV7_BPiDCq50SEGbuErKV99/view?usp=drive_link,"Manusara letak uran untuk buat saluran? Hmm, gua gak bingin, arah pertanyaan ini ke mana? Lu harus ada, kena kematan main game kumpetitif yang lawan orang itu adalah bantai orang lain itu Kalo lu pakai letak tepaling murah yang ujuhi cuma bisa main saluran 60 fps di laire kecil butat dan bana l-50 fps yang lemot lu barungin tip dipodjok kan aja Rang kecekan lu Abel lagi, Xiaomi udah bombalka 24, itu Full HD, IP 180 cuma 100,000 bui, lu fps yang lu udah pencuman 60 fps itu cuma seperti ya dari moni, perfect main paling rendah sekarang Apa kena kematannya main falloran kalo lu dibantai perlu main, ini di rank bronze, itu bukan main game bro itu mau bersama yang tau sendiri seran gua buat lu yang mau gelut di kompetitif game putusin dulu, lu mau main di level berapa her? cari dulu, monitornya 180, 240, 330, 350, 500 atau 540 baru lu cari PC sama laptopnya game kompetitif itu cari setinggi-tinggi nya speknya buat bantai orang lain bukan main man, cari-cari bajap dan paling murah salah lama tanda dan lu bisa top up game ke skan lu di GTD Top Up"
77,https://drive.google.com/file/d/19V-AnERnUCKVbRmFM1U9UGmV7DagQFhL/view?usp=sharing,"Kau kasih tau ya, pasti in kalau kamu mau beli monitor USB-C Jangan sampai USB-C nya yang disunasunat itu Tar power USB-C nya kecil banget cuma 7 watt lah Atau USB-C yang nggak bisa buat display lah Suka aneh aneh nanti beren monitor Suka banget, sukul banget, sukul banget, sukul banget, fitur USB-C Padahal USB-C punya fitur yang asik banget Bisa alirin display audio dan top plus gacha juga Liat nih monitor berbeda dulu aku, pad aku colokin legend go Dabarnya langsung nyala Aku colok apa-apa ke monitor nya, monitor nya langsung connectnya aku colok Langsung ke legend gonya via USB-C Dan monitor nya langsung kecolokin legend gonya Bia habis-abis deh power legend gonya karena power USB-C nya udah 65 watt lah Makanya pasti in kamu bener-bener kecokin monitor USB-C yang kamu mau beli WTW aku colok-colok nggak bisa mau nitinya Ape degok kamu Riðangers"
78,https://drive.google.com/file/d/16SaYRXtDM9dBkgy9c0esEkPw_UNpMLF5/view?usp=sharing,"Mengapa ya TV Tatchel gua pas main pes Bukka yang ngeblur begitu Ditingkin yang pelasakit mata Padahal pesingannya udah goga dengan gameu Tepet apa yang ngeblur? Hmm, TV pada dasar itu di kiptain buat nonton Jadi semakin murah TV-nya Bren tentu punya tendensi Guang di terkisur buat gaming Dan ada dua hal yang paling penting buat gaming Yang pertama itu input lag Seberapa lama TV atau monitor yang respon input yang lu kasih ke TV-nya Dalam hal main game ya kayak pencetan gamepad atau mouse click Dan yang kedua itu co-al respon time Seberapa cepet panelnya bisa berubah dari warna A, kebih Semakin lambat panelnya ini berubah Semakin blurlah gambar yang dia sih lintan Bisa juga nisai-sisa bayangat Dari benar yang bergerak Udah panel-alang banget Plus ada bayangan di belakang objectnya Double combo itu Bikir lu gak biar liat Benar yang berbelak itu Apa lagi yang lutanya Gibul Pas umpan yaa, uuh Bola bergerak yang tepat itu bakalan blur para Udah dari gamepad lu di respononat TVnya dile Gambara juga ngeblur Itu lembihin palal lupu yang plus mengetahu sakit Ya kalau lu mau fokus buat gaming Dan emang kompetitif banget Jangan cuma belit TV-TV bajat Beli Lat TV yang pakai panel OLED Yang udah pasti gambar yang gak ada blur-bluur bayangan Sisa di belakang objectnya Sementara yang gua tau terbaik Aduh dilas LG Yang dikiri panel Dan TV yang sendiri di OLED LG 424 terakhir Perumum-perumum itu ya, dari 15 juta Bisa di skon kese 11 juta Dan yaa kalau lu mau hemat Jangan main di TV bajat Supaya hasil yaa Beli Lat monitor dengan hurts yang udah pada titing gitu Skyward contohnya 2x80 Cuman 2,3 juta Dan lu bisa top-up game ke skon lu di GTD top-up"
79,https://drive.google.com/file/d/1Z1dQGUr1PjpzPrtCS1mdNnJ54kaks3RA/view?usp=sharing,"Switch 2 kasih lu layar 18.000 pengabrit dari Switch 1 yang 720p. Di sini, langsung coba penyakit. Kalau lu main game Switch 1, di Switch 2, 720p ke 1080p itu tidak integr scaling. Dia nggak perfect scaling ya, 720p harusnya scaling 14.000 p. 1080p harusnya ke 4k ya, sekali 2k itu. Tantusan aja, gue main pokok emon game Switch 1 di Switch 2. Puset butuh ala? Ujungnya, lu misalnya rogo-koche, lu lebih dalam lagi. Bocaurin lu lu buat upgrade game ya, atau beli game khusus Switch 2. Biar game itu native, sekolah kan buke. Untungnya ada beli beli. Kalo gede lu, beli beli mampu, pus harga Switch 2, bisa diharga MSR. Yang kalau ngeloba, cuma 7,2 juta. Mampus lu yang 4,2,5, lu kemarin beli dia, walaupun 10, 12 juta, udah 5 juta ente. Terima kasih buat beli beli. Pasti lu beli elektronik di beli beli. Lagi ada promo anniversary 14,4 juta. Disko sampai 1,4 juta. Pasti ori, kalau nggak ori, akan di investigasi khusus. Jaminannya tetap waktu, kalau nggak 100% ongkir diretor. Ada situr reta, alasan apapun, selama barang yang lu balikin tidak bermasalah. No blah-blah, di beli beli. Dan di beli beli, juga ada geratis 12 bulan pertama, perlindungan lengkap ke masa ujah. Dan kenal air. Barangnya pasti ori, plus tambahan asulasi, setelah garansi di barang. Ini yang dibutuhin banget sama market kayak Indonesia. Mampus, mampus harga 7,2 juta. Mampus itu, trader-tender, takut-tender, diteba semuanya harganya."
80,https://drive.google.com/file/d/1qafYENW_uZGnahRbSTvb3iOYv01wYmm5/view?usp=sharing,"Bagaimana? Aku udah beli monitur 88 lupi. Setin yang diwindos juga udah setiap 80 lupi. Tapi kenapa pas gue main game gak bisa yang terus 80 lupi? Nah ini contoh orang di monitur itu. Ada segera cuma terima apa yang pisi atau laptop lukasi. Kalau pisi atau laptop lukentang, main ini kong tumat 30 fps. Malu beli monitur 500.4. Harus juga elu tetep rasa, 3.5 juga. Agak tersebut sih menit nih. Buatnya bisa rasa enak mati monitor 80 lupi itu. Pasti inpati atau laptop luk itu sanggup bisa pus 180 fps. Katas, ya paling enak kalau bisa stabil di atas search monitor. Misalnya dalam hal ini 200 fps stabil. Baru lama monitur yang lupi itu kagak mubah sir. Dan lupi setopap game kesekan lu di GTI DETOB UP."
